Company,Date,Price,Open,High,Low,Vol.,Change %
GB AUTO,2018-03-04,5.02,4.82,5.15,4.7,9720000,3.93
GB AUTO,2018-03-11,4.96,4.98,5.35,4.88,9000000,-1.2
GB AUTO,2018-03-18,5.05,5.04,5.18,4.76,10400000,1.81
GB AUTO,2018-03-25,5.23,5.1,5.36,4.94,8200000,3.56
GB AUTO,2018-04-01,5.83,5.34,5.92,5.02,9930000,11.47
GB AUTO,2018-04-08,5.79,5.6,6.41,5.56,4420000,-0.69
GB AUTO,2018-04-15,6.38,5.71,6.65,5.51,5170000,10.19
GB AUTO,2018-04-22,6.06,6.5,6.58,5.95,2960000,-5.02
GB AUTO,2018-04-29,6.33,6.01,6.48,6.0,3680000,4.46
GB AUTO,2018-05-06,6.19,6.5,7.0,5.92,6050000,-2.21
GB AUTO,2018-05-13,5.83,6.5,6.6,5.75,3100000,-5.82
GB AUTO,2018-05-20,5.58,5.8,5.85,5.45,4120000,-4.29
GB AUTO,2018-05-27,5.72,5.57,5.87,5.55,11290000,2.51
GB AUTO,2018-06-03,5.64,5.7,5.82,5.4,4340000,-1.4
GB AUTO,2018-06-10,5.47,5.73,5.8,5.25,1500000,-3.01
GB AUTO,2018-06-17,5.52,5.48,5.6,5.31,2870000,0.91
GB AUTO,2018-06-24,5.58,5.46,5.72,5.3,7030000,1.09
GB AUTO,2018-07-01,5.52,5.58,5.8,5.46,5630000,-1.08
GB AUTO,2018-07-08,6.03,5.53,6.14,5.4,20320000,9.24
GB AUTO,2018-07-15,5.88,6.08,6.13,5.75,4310000,-2.49
GB AUTO,2018-07-22,5.81,5.81,5.99,5.7,3740000,-1.19
GB AUTO,2018-07-29,5.65,5.72,5.82,5.47,9780000,-2.75
GB AUTO,2018-08-05,6.17,5.67,6.25,5.55,13010000,9.2
GB AUTO,2018-08-12,6.02,6.18,6.2,5.75,3770000,-2.43
GB AUTO,2018-08-19,6.06,6.09,6.11,5.95,68040,0.66
GB AUTO,2018-08-26,5.99,6.1,6.18,5.93,10510000,-1.16
GB AUTO,2018-09-02,5.79,6.02,6.03,5.67,860230,-3.34
GB AUTO,2018-09-09,5.57,5.8,6.0,5.5,2330000,-3.8
GB AUTO,2018-09-16,5.52,5.4,5.8,5.15,1130000,-0.9
GB AUTO,2018-09-23,5.51,5.79,5.79,5.25,1990000,-0.18
GB AUTO,2018-09-30,5.15,5.37,5.7,5.08,6020000,-6.53
GB AUTO,2018-10-07,4.63,5.05,5.1,4.3,3120000,-10.1
GB AUTO,2018-10-14,4.86,4.89,5.2,4.7,655280,4.97
GB AUTO,2018-10-21,4.95,4.91,5.3,4.72,6510000,1.85
GB AUTO,2018-10-28,5.2,5.14,5.38,5.08,3210000,5.05
GB AUTO,2018-11-04,5.59,5.2,5.68,5.2,7790000,7.5
GB AUTO,2018-11-11,5.37,5.41,5.62,5.13,3670000,-3.94
GB AUTO,2018-11-18,5.3,5.4,5.55,5.19,476750,-1.3
GB AUTO,2018-11-25,5.14,5.3,5.3,5.05,8420000,-3.02
GB AUTO,2018-12-02,4.86,5.1,5.1,4.5,2800000,-5.45
GB AUTO,2018-12-09,4.85,4.7,5.0,4.7,1970000,-0.21
GB AUTO,2018-12-16,5.11,4.88,5.22,4.85,4240000,5.36
GB AUTO,2018-12-23,5.12,5.23,5.23,4.86,719480,0.2
GB AUTO,2018-12-30,5.21,5.03,5.35,5.0,1100000,1.76
GB AUTO,2019-01-06,5.08,5.22,5.25,5.02,1470000,-2.5
GB AUTO,2019-01-13,5.0,5.18,5.18,4.83,1430000,-1.57
GB AUTO,2019-01-20,4.85,5.06,5.1,4.81,576640,-3.0
GB AUTO,2019-01-27,4.91,4.86,5.04,4.7,1230000,1.24
GB AUTO,2019-02-03,5.36,5.05,5.75,4.9,6260000,9.16
GB AUTO,2019-02-10,5.3,5.39,5.47,5.1,2220000,-1.12
GB AUTO,2019-02-17,5.34,5.41,5.68,5.21,14790000,0.75
GB AUTO,2019-02-24,5.17,5.22,5.4,5.05,3150000,-3.18
GB AUTO,2019-03-03,5.02,5.17,5.2,4.9,3390000,-2.9
GB AUTO,2019-03-10,5.17,5.04,5.37,4.99,7640000,2.99
GB AUTO,2019-03-17,5.08,5.11,5.2,4.95,1240000,-1.74
GB AUTO,2019-03-24,4.95,5.14,5.14,4.9,4220000,-2.56
GB AUTO,2019-03-31,4.76,4.92,5.03,4.7,1240000,-3.84
GB AUTO,2019-04-07,4.59,4.9,4.9,4.5,3330000,-3.57
GB AUTO,2019-04-14,4.61,4.52,4.65,4.45,2780000,0.44
GB AUTO,2019-04-21,4.51,4.53,4.57,4.42,336450,-2.17
GB AUTO,2019-04-28,4.51,4.51,4.62,4.5,49380,0.0
GB AUTO,2019-05-05,4.3,4.5,4.5,4.09,2890000,-4.66
GB AUTO,2019-05-12,4.03,4.21,4.3,4.0,2160000,-6.28
GB AUTO,2019-05-19,4.0,4.07,4.2,3.83,1520000,-0.74
GB AUTO,2019-05-26,4.2,3.99,4.56,3.99,1820000,5.0
GB AUTO,2019-06-02,4.22,4.2,4.3,4.2,32950,0.48
GB AUTO,2019-06-09,4.22,4.23,4.5,4.15,3140000,0.0
GB AUTO,2019-06-16,4.12,4.13,4.3,4.1,688620,-2.37
GB AUTO,2019-06-23,4.24,4.06,4.3,4.0,39950000,2.91
GB AUTO,2019-06-30,4.16,4.08,4.25,4.04,1900000,-1.89
GB AUTO,2019-07-07,4.25,4.04,4.27,4.04,4720000,2.16
GB AUTO,2019-07-14,3.84,4.26,4.26,3.77,2460000,-9.65
GB AUTO,2019-07-21,3.78,3.79,3.9,3.62,972030,-1.56
GB AUTO,2019-07-28,3.58,3.68,4.0,3.36,1970000,-5.29
GB AUTO,2019-08-04,3.82,3.55,4.0,3.51,3060000,6.7
GB AUTO,2019-08-11,3.82,3.94,3.97,3.78,2550000,0.0
GB AUTO,2019-08-18,4.29,3.81,4.5,3.8,8210000,12.3
GB AUTO,2019-08-25,4.26,4.44,4.44,4.0,6460000,-0.7
GB AUTO,2019-09-01,4.41,4.3,4.85,4.25,13170000,3.52
GB AUTO,2019-09-08,4.14,4.42,4.42,4.11,7230000,-6.12
GB AUTO,2019-09-15,3.86,4.11,4.15,3.69,6560000,-6.76
GB AUTO,2019-09-22,3.52,3.77,3.77,3.19,5640000,-8.81
GB AUTO,2019-09-29,3.59,3.69,3.93,3.5,5720000,1.99
GB AUTO,2019-10-06,3.5,3.73,3.75,3.25,16010000,-2.51
GB AUTO,2019-10-13,3.58,3.48,3.67,3.33,6220000,2.29
GB AUTO,2019-10-20,3.46,3.66,3.67,3.34,2030000,-3.35
GB AUTO,2019-10-27,3.7,3.5,3.77,3.4,12360000,6.94
GB AUTO,2019-11-03,3.65,3.64,3.84,3.58,9820000,-1.35
GB AUTO,2019-11-10,3.89,3.7,3.97,3.65,12330000,6.58
GB AUTO,2019-11-17,3.65,3.95,3.97,3.6,2760000,-6.17
GB AUTO,2019-11-24,3.63,3.6,3.73,3.58,1350000,-0.55
GB AUTO,2019-12-01,3.72,3.64,3.9,3.5,12790000,2.48
GB AUTO,2019-12-08,3.78,3.71,3.83,3.67,2440000,1.61
GB AUTO,2019-12-15,3.78,3.83,3.93,3.71,5910000,0.0
GB AUTO,2019-12-22,3.75,3.78,3.9,3.6,12540000,-0.79
GB AUTO,2019-12-29,3.69,3.72,3.79,3.55,3410000,-1.6
GB AUTO,2020-01-05,3.47,3.6,3.6,3.08,6400000,-5.96
GB AUTO,2020-01-12,3.6,3.53,3.68,3.5,4250000,3.75
GB AUTO,2020-01-19,3.42,3.6,3.6,3.34,1290000,-5.0
GB AUTO,2020-01-26,3.5,3.4,3.57,3.35,9100000,2.34
GB AUTO,2020-02-02,3.44,3.48,3.48,3.34,3850000,-1.71
GB AUTO,2020-02-09,3.38,3.44,3.53,3.34,7340000,-1.74
GB AUTO,2020-02-16,3.2,3.36,3.36,3.08,4170000,-5.33
GB AUTO,2020-02-23,2.52,3.24,3.24,2.4,13370000,-21.25
GB AUTO,2020-03-01,2.36,2.35,2.43,2.1,15690000,-6.35
GB AUTO,2020-03-08,2.28,2.25,2.31,2.1,6760000,-3.39
GB AUTO,2020-03-15,1.53,2.25,2.25,1.44,9860000,-32.89
GB AUTO,2020-03-22,1.66,1.65,1.73,1.43,33780000,8.69
GB AUTO,2020-03-29,1.51,1.69,1.71,1.48,39280000,-9.14
GB AUTO,2020-04-05,1.51,1.45,1.58,1.41,42660000,0.0
GB AUTO,2020-04-12,1.67,1.51,1.74,1.48,53430000,10.72
GB AUTO,2020-04-19,1.74,1.67,1.79,1.6,31870000,4.0
GB AUTO,2020-04-26,1.87,1.85,2.0,1.82,45550000,7.64
GB AUTO,2020-05-03,1.72,1.84,1.92,1.63,46850000,-8.44
GB AUTO,2020-05-10,1.6,1.71,1.71,1.55,37450000,-6.65
GB AUTO,2020-05-17,1.63,1.62,1.74,1.61,26610000,1.5
GB AUTO,2020-05-31,1.7,1.66,1.74,1.61,42780000,4.68
GB AUTO,2020-06-07,1.74,1.73,1.85,1.7,52290000,2.12
GB AUTO,2020-06-14,1.82,1.74,1.94,1.7,60760000,4.84
GB AUTO,2020-06-21,2.06,1.84,2.13,1.8,68240000,13.18
GB AUTO,2020-06-28,2.07,2.05,2.12,2.0,19650000,0.44
GB AUTO,2020-07-05,2.04,2.14,2.23,1.99,43010000,-1.45
GB AUTO,2020-07-12,2.1,2.09,2.34,2.03,61220000,2.94
GB AUTO,2020-07-19,2.15,2.11,2.18,1.99,26380000,2.38
GB AUTO,2020-07-26,2.23,2.18,2.29,2.1,32920000,3.72
GB AUTO,2020-08-02,2.48,2.28,2.56,2.22,30510000,11.21
GB AUTO,2020-08-09,2.5,2.53,2.67,2.29,44210000,0.81
GB AUTO,2020-08-16,2.7,2.54,2.75,2.43,31310000,8.0
GB AUTO,2020-08-23,2.82,2.75,2.94,2.7,27860000,4.44
GB AUTO,2020-08-30,2.68,2.82,2.88,2.6,18350000,-4.96
GB AUTO,2020-09-06,2.65,2.7,2.73,2.4,21080000,-1.12
GB AUTO,2020-09-13,2.73,2.69,2.79,2.54,46740000,3.02
GB AUTO,2020-09-20,2.54,2.7,2.73,2.43,26880000,-6.96
GB AUTO,2020-09-27,2.49,2.55,2.58,2.39,25730000,-1.97
GB AUTO,2020-10-04,2.63,2.51,2.7,2.41,22410000,5.62
GB AUTO,2020-10-11,2.98,2.67,3.08,2.6,57800000,13.31
GB AUTO,2020-10-18,2.76,2.98,3.12,2.65,26940000,-7.38
GB AUTO,2020-10-25,2.68,2.7,2.84,2.63,36550000,-2.9
GB AUTO,2020-11-01,2.68,2.66,2.76,2.46,25540000,0.0
GB AUTO,2020-11-08,3.1,2.65,3.17,2.63,40590000,15.67
GB AUTO,2020-11-15,3.16,3.17,3.37,3.11,42680000,1.94
GB AUTO,2020-11-22,3.24,3.16,3.37,3.12,20740000,2.53
GB AUTO,2020-11-29,3.32,3.28,3.48,3.2,34760000,2.47
GB AUTO,2020-12-06,3.09,3.37,3.37,3.04,40690000,-6.93
GB AUTO,2020-12-13,3.07,3.11,3.28,2.97,29040000,-0.65
GB AUTO,2020-12-20,3.22,3.11,3.39,2.94,33340000,4.89
GB AUTO,2020-12-27,3.32,3.16,3.41,3.04,23550000,3.11
GB AUTO,2021-01-03,3.58,3.36,3.68,3.33,36090000,7.83
GB AUTO,2021-01-10,3.59,3.58,3.77,3.55,19350000,0.28
GB AUTO,2021-01-17,3.69,3.6,3.77,3.48,10390000,2.79
GB AUTO,2021-01-24,3.6,3.67,3.7,3.57,3390000,-2.44
GB AUTO,2021-01-31,3.67,3.6,3.77,3.5,17790000,1.94
GB AUTO,2021-02-07,3.98,3.71,4.04,3.66,20190000,8.45
GB AUTO,2021-02-14,3.72,3.99,4.0,3.7,8020000,-6.53
GB AUTO,2021-02-21,3.81,3.76,3.9,3.64,10330000,2.42
GB AUTO,2021-02-28,3.95,3.88,4.19,3.74,35360000,3.67
GB AUTO,2021-03-07,3.94,4.0,4.12,3.7,7940000,-0.25
GB AUTO,2021-03-14,4.04,3.96,4.24,3.9,10580000,2.54
GB AUTO,2021-03-21,3.86,4.05,4.05,3.5,6860000,-4.46
GB AUTO,2021-03-28,3.88,3.8,4.0,3.78,3370000,0.52
GB AUTO,2021-04-04,3.48,3.9,3.92,3.43,5860000,-10.31
GB AUTO,2021-04-11,3.54,3.6,3.94,3.4,9280000,1.72
GB AUTO,2021-04-18,3.6,3.65,3.87,3.55,12100000,1.69
GB AUTO,2021-04-25,3.37,3.66,3.66,3.3,5190000,-6.39
GB AUTO,2021-05-02,3.31,3.42,3.45,3.25,4540000,-1.78
GB AUTO,2021-05-09,3.28,3.35,3.35,3.14,7380000,-0.91
GB AUTO,2021-05-16,3.55,3.29,3.75,3.29,16000000,8.23
GB AUTO,2021-05-23,3.54,3.62,3.65,3.4,5250000,-0.28
GB AUTO,2021-05-30,3.41,3.45,3.61,3.3,8990000,-3.67
GB AUTO,2021-06-06,3.36,3.44,3.46,3.31,5410000,-1.47
GB AUTO,2021-06-13,3.24,3.39,3.39,3.17,4100000,-3.57
GB AUTO,2021-06-20,3.48,3.19,3.57,3.18,11830000,7.41
GB AUTO,2021-06-27,3.46,3.51,3.7,3.41,7240000,-0.57
GB AUTO,2021-07-04,3.41,3.5,3.62,3.38,6270000,-1.45
GB AUTO,2021-07-11,3.53,3.46,3.6,3.33,6780000,3.52
GB AUTO,2021-07-18,3.47,3.55,3.56,3.44,894750,-1.7
GB AUTO,2021-07-25,3.8,3.54,3.96,3.5,22010000,9.51
GB AUTO,2021-08-01,3.9,3.8,4.07,3.76,13400000,2.63
GB AUTO,2021-08-08,3.95,3.88,3.99,3.84,2700000,1.28
GB AUTO,2021-08-15,3.94,4.02,4.1,3.79,18730000,-0.25
GB AUTO,2021-08-22,4.14,3.99,4.21,3.9,12620000,5.08
GB AUTO,2021-08-29,4.22,4.0,4.35,3.95,15740000,1.93
GB AUTO,2021-09-05,3.87,4.22,4.27,3.81,8770000,-8.29
GB AUTO,2021-09-12,4.1,3.94,4.2,3.85,5320000,5.94
GB AUTO,2021-09-19,4.16,4.07,4.26,3.95,26350000,1.46
GB AUTO,2021-09-26,4.32,4.19,4.45,4.1,19610000,3.85
GB AUTO,2021-10-03,4.09,4.38,4.39,4.01,9860000,-5.32
GB AUTO,2021-10-10,4.03,4.04,4.13,3.95,6140000,-1.47
GB AUTO,2021-10-17,4.23,4.03,4.5,4.0,26930000,4.96
GB AUTO,2021-10-24,4.2,4.39,4.39,4.1,4770000,-0.71
GB AUTO,2021-10-31,4.39,4.25,4.65,4.12,10880000,4.52
GB AUTO,2021-11-07,3.94,4.35,4.37,3.87,15120000,-10.25
GB AUTO,2021-11-14,3.77,3.99,3.99,3.66,6560000,-4.31
GB AUTO,2021-11-21,3.9,3.79,3.91,3.57,4490000,3.45
GB AUTO,2021-11-28,4.01,3.79,4.12,3.7,6650000,2.82
GB AUTO,2021-12-05,4.82,4.05,5.0,3.95,31220000,20.2
GB AUTO,2021-12-12,4.87,4.9,5.05,4.71,15630000,1.04
GB AUTO,2021-12-19,5.01,4.87,5.11,4.7,8040000,2.87
GB AUTO,2021-12-26,5.1,5.09,5.15,4.88,10930000,1.8
GB AUTO,2022-01-02,5.01,5.0,5.17,4.9,7380000,-1.76
GB AUTO,2022-01-09,4.71,5.0,5.05,4.7,8860000,-5.99
GB AUTO,2022-01-16,4.8,4.7,4.86,4.6,8250000,1.91
GB AUTO,2022-01-23,4.8,4.82,4.82,4.65,1250000,0.0
GB AUTO,2022-01-30,5.5,4.8,6.0,4.6,19030000,14.58
GB AUTO,2022-02-06,5.6,5.5,6.06,5.35,12480000,1.82
GB AUTO,2022-02-13,5.75,5.59,6.01,5.57,7890000,2.68
GB AUTO,2022-02-20,5.37,5.79,5.79,4.7,7330000,-6.61
GB AUTO,2022-02-27,5.86,5.6,5.98,5.6,6730000,9.12
GB AUTO,2022-03-06,5.3,5.92,5.92,5.22,10210000,-9.56
GB AUTO,2022-03-13,5.0,5.3,5.46,4.7,15520000,-5.66
GB AUTO,2022-03-20,5.3,5.12,5.68,5.0,8830000,6.0
GB AUTO,2022-03-27,3.99,5.3,5.3,3.8,42500000,-24.72
GB AUTO,2022-04-03,4.11,4.0,4.37,4.0,15090000,3.01
GB AUTO,2022-04-10,3.78,4.07,4.15,3.66,6470000,-8.03
GB AUTO,2022-04-17,3.87,3.78,4.06,3.75,10190000,2.38
GB AUTO,2022-04-24,4.25,3.92,4.29,3.8,7880000,9.82
GB AUTO,2022-05-08,4.0,4.24,4.25,3.87,14000000,-5.88
GB AUTO,2022-05-15,3.7,4.04,4.05,3.67,8340000,-7.5
GB AUTO,2022-05-22,2.75,3.75,3.75,2.73,21150000,-25.68
GB AUTO,2022-05-29,2.91,2.72,3.07,2.62,7400000,5.82
GB AUTO,2022-06-05,3.32,2.97,3.36,2.86,11030000,14.09
GB AUTO,2022-06-12,3.14,3.32,3.33,3.02,6910000,-5.42
GB AUTO,2022-06-19,2.91,3.15,3.15,2.9,4140000,-7.32
GB AUTO,2022-06-26,2.67,2.96,2.98,2.26,17490000,-8.25
GB AUTO,2022-07-03,2.62,2.67,2.7,2.33,16540000,-1.87
GB AUTO,2022-07-17,2.95,2.67,2.98,2.56,16940000,12.6
GB AUTO,2022-07-24,2.89,2.97,3.14,2.83,28700000,-2.03
GB AUTO,2022-07-31,3.1,2.9,3.12,2.8,63810000,7.27
GB AUTO,2022-08-07,3.21,3.18,3.32,3.06,52310000,3.55
GB AUTO,2022-08-14,3.33,3.25,3.47,3.16,47820000,3.74
GB AUTO,2022-08-21,3.59,3.37,3.65,3.2,68090000,7.81
GB AUTO,2022-08-28,3.66,3.63,3.91,3.51,44690000,1.95
GB AUTO,2022-09-04,3.85,3.67,4.17,3.58,50930000,5.19
GB AUTO,2022-09-11,3.66,3.9,3.93,3.65,19460000,-4.94
GB AUTO,2022-09-18,3.39,3.65,3.67,3.24,22520000,-7.38
GB AUTO,2022-09-25,3.45,3.42,3.58,3.26,28880000,1.77
GB AUTO,2022-10-02,3.43,3.45,3.53,3.3,12230000,-0.58
GB AUTO,2022-10-09,3.2,3.44,3.44,3.14,13840000,-6.71
GB AUTO,2022-10-16,3.43,3.21,3.54,3.19,16540000,7.19
GB AUTO,2022-10-23,3.8,3.48,3.99,3.38,24030000,10.79
GB AUTO,2022-10-30,4.0,3.84,4.31,3.8,41490000,5.26
GB AUTO,2022-11-06,4.44,4.01,4.59,4.01,42510000,11.0
GB AUTO,2022-11-13,4.3,4.45,4.58,4.27,31910000,-3.15
GB AUTO,2022-11-20,4.79,4.28,4.83,4.12,76620000,11.4
GB AUTO,2022-11-27,4.75,4.82,4.94,4.55,27750000,-0.84
GB AUTO,2022-12-04,4.96,4.8,5.22,4.72,60330000,4.42
GB AUTO,2022-12-11,5.43,5.1,5.82,4.81,54960000,9.48
GB AUTO,2022-12-18,5.31,5.5,5.67,5.27,29860000,-2.21
GB AUTO,2022-12-25,5.36,5.24,5.52,5.01,15830000,0.94
GB AUTO,2023-01-01,5.98,5.45,6.04,5.15,30660000,11.57
GB AUTO,2023-01-08,5.38,5.98,6.12,5.29,27140000,-10.03
GB AUTO,2023-01-15,5.47,5.4,5.79,5.33,25940000,1.67
GB AUTO,2023-01-22,5.5,5.53,5.6,5.3,19730000,0.55
GB AUTO,2023-01-29,4.58,5.56,5.6,4.5,25760000,-16.73
GB AUTO,2023-02-05,5.32,4.65,5.35,4.39,32600000,16.16
GB AUTO,2023-02-12,5.51,5.33,5.64,5.19,31290000,3.57
GB AUTO,2023-02-19,5.18,5.51,5.58,5.01,15630000,-5.99
GB AUTO,2023-02-26,5.46,5.2,5.66,5.11,42980000,5.41
GB AUTO,2023-03-05,5.21,5.5,5.52,5.03,21210000,-4.58
GB AUTO,2023-03-12,4.32,5.2,5.2,3.97,31260000,-17.08
GB AUTO,2023-03-19,4.79,4.3,4.81,4.15,27960000,10.88
GB AUTO,2023-03-26,4.72,4.8,4.96,4.61,26490000,-1.46
GB AUTO,2023-04-02,5.36,4.71,5.54,4.71,45930000,13.56
GB AUTO,2023-04-09,5.35,5.38,5.45,5.16,21570000,-0.19
GB AUTO,2023-04-16,5.61,5.33,5.68,5.33,19450000,4.86
GB AUTO,2023-04-23,5.98,5.66,6.0,5.5,31210000,6.6
GB AUTO,2023-04-30,5.81,6.0,6.27,5.75,41760000,-2.84
GB AUTO,2023-05-07,5.86,5.79,6.14,5.68,33310000,0.86
GB AUTO,2023-05-14,5.38,5.9,5.95,5.25,31690000,-8.19
GB AUTO,2023-05-21,5.45,5.44,5.57,5.34,15430000,1.3
GB AUTO,2023-05-28,5.59,5.46,5.81,5.46,29400000,2.57
GB AUTO,2023-06-04,5.36,5.62,5.7,5.3,13950000,-4.11
GB AUTO,2023-06-11,5.97,5.47,6.24,5.43,65850000,11.38
GB AUTO,2023-06-18,6.62,6.07,6.79,5.98,54270000,10.89
GB AUTO,2023-06-25,6.48,6.62,6.7,6.37,5790000,-2.11
GB AUTO,2023-07-02,6.34,6.53,6.65,6.2,8980000,-2.16
GB AUTO,2023-07-09,6.32,6.35,6.41,5.9,8190000,-0.32
GB AUTO,2023-07-16,6.5,6.35,6.67,6.19,12540000,2.85
GB AUTO,2023-07-23,6.36,6.54,6.62,6.33,3950000,-2.15
GB AUTO,2023-07-30,6.37,6.36,6.8,6.3,14820000,0.16
GB AUTO,2023-08-06,6.72,6.4,7.03,6.4,19960000,5.49
GB AUTO,2023-08-13,6.41,6.72,6.85,6.35,6520000,-4.61
GB AUTO,2023-08-20,6.41,6.42,6.62,6.25,4560000,0.0
GB AUTO,2023-08-27,6.24,6.41,6.54,6.11,15400000,-2.65
GB AUTO,2023-09-03,6.13,6.3,6.33,6.0,13340000,-1.76
GB AUTO,2023-09-10,6.29,6.1,6.38,6.09,12120000,2.61
GB AUTO,2023-09-17,5.9,6.35,6.4,5.75,21440000,-6.2
GB AUTO,2023-09-24,5.54,5.95,6.0,5.46,16690000,-6.1
GB AUTO,2023-10-01,5.58,5.57,5.74,5.38,9350000,0.72
GB AUTO,2023-10-08,5.37,5.6,5.63,4.6,10070000,-3.76
GB AUTO,2023-10-15,5.56,5.38,5.75,5.3,19720000,3.54
GB AUTO,2023-10-22,5.98,5.59,6.09,5.49,30020000,7.55
GB AUTO,2023-10-29,6.04,5.93,6.61,5.8,35740000,1.0
GB AUTO,2023-11-05,6.26,6.09,6.43,6.08,27440000,3.64
GB AUTO,2023-11-12,6.66,6.29,6.67,6.1,36680000,6.39
GB AUTO,2023-11-19,6.69,6.68,6.79,6.35,30700000,0.45
GB AUTO,2023-11-26,7.95,6.71,8.1,6.7,70870000,18.83
GB AUTO,2023-12-03,8.58,8.07,9.24,8.07,34430000,7.92
GB AUTO,2023-12-10,8.91,8.63,9.23,8.4,12110000,3.85
GB AUTO,2023-12-17,8.77,9.03,9.89,8.7,25250000,-1.57
GB AUTO,2023-12-24,8.12,8.81,8.93,7.85,16610000,-7.41
GB AUTO,2023-12-31,9.0,8.15,9.15,7.9,15310000,10.84
GB AUTO,2024-01-07,9.03,9.0,9.2,8.9,6300000,0.33
GB AUTO,2024-01-14,9.3,9.02,9.63,9.0,13400000,2.99
GB AUTO,2024-01-21,8.85,9.45,9.73,8.8,8640000,-4.84
GB AUTO,2024-01-28,8.18,8.9,9.01,7.05,24330000,-7.57
GB AUTO,2024-02-04,7.93,8.18,8.71,7.6,21610000,-3.06
GB AUTO,2024-02-11,8.29,7.93,8.53,7.47,28140000,4.54
GB AUTO,2024-02-18,8.55,8.29,9.08,8.04,25130000,3.14
GB AUTO,2024-02-25,9.89,8.55,11.99,7.91,57940000,15.67
GB AUTO,2024-03-03,11.5,9.89,12.7,9.8,24990000,16.28
GB AUTO,2024-03-10,12.65,11.5,13.35,11.0,30350000,10.0
GB AUTO,2024-03-17,13.1,12.65,14.14,11.5,45100000,3.56
GB AUTO,2024-03-24,12.32,13.1,14.24,11.83,16420000,-5.95
GB AUTO,2024-03-31,11.9,12.32,12.45,10.83,17800000,-3.41
GB AUTO,2024-04-07,11.6,11.9,12.09,11.51,762590,-2.52
GB AUTO,2024-04-14,10.97,11.6,12.2,10.6,3050000,-5.43
GB AUTO,2024-04-21,9.8,10.97,11.48,9.61,3690000,-10.67
GB AUTO,2024-04-28,10.7,9.81,10.85,9.1,4820000,9.18
GB AUTO,2024-05-05,10.01,10.55,10.8,9.8,4300000,-6.45
GB AUTO,2024-05-12,10.35,10.12,10.44,9.6,3480000,3.4
GB AUTO,2024-05-19,11.36,10.4,12.41,10.3,4640000,9.76
GB AUTO,2024-05-26,11.27,11.36,12.16,10.85,3070000,-0.79
GB AUTO,2024-06-02,10.93,11.27,11.49,10.56,1560000,-3.02
GB AUTO,2024-06-09,11.72,10.91,11.78,9.91,2990000,7.23
GB AUTO,2024-06-23,14.21,11.71,15.33,11.6,9860000,21.25
GB AUTO,2024-06-30,14.5,14.41,16.2,14.0,12480000,2.04
GB AUTO,2024-07-07,14.07,14.55,15.03,13.55,14560000,-2.97
GB AUTO,2024-07-14,14.74,14.11,14.85,13.26,15730000,4.76
GB AUTO,2024-07-21,13.63,14.8,14.89,13.47,14280000,-7.53
GB AUTO,2024-07-28,13.94,13.68,14.25,13.58,13840000,2.27
GB AUTO,2024-08-04,13.61,13.79,14.06,11.6,13640000,-2.37
GB AUTO,2024-08-11,13.5,13.89,14.48,13.37,13710000,-0.81
GB AUTO,2024-08-18,14.62,13.58,14.88,13.51,20530000,8.3
GB AUTO,2024-08-25,14.75,14.7,15.3,13.74,16880000,0.89
GB AUTO,2024-09-01,14.62,14.89,15.3,14.41,9110000,-0.88
GB AUTO,2024-09-08,13.9,14.51,14.7,13.88,6460000,-4.92
GB AUTO,2024-09-15,14.47,14.0,14.48,13.43,2940000,4.1
GB AUTO,2024-09-22,14.72,14.48,15.1,13.91,12810000,1.73
GB AUTO,2024-09-29,14.97,14.71,15.55,14.44,10010000,1.7
GB AUTO,2024-10-06,14.3,15.01,15.25,14.0,3990000,-4.48
GB AUTO,2024-10-13,14.58,14.35,15.5,13.45,10920000,1.96
GB AUTO,2024-10-20,15.02,14.6,15.82,13.85,41260000,3.02
GB AUTO,2024-10-27,14.35,15.19,15.3,14.01,19760000,-4.46
GB AUTO,2024-11-03,14.97,14.48,14.98,14.1,26910000,4.32
GB AUTO,2024-11-10,14.37,15.02,15.04,14.3,6730000,-4.01
GB AUTO,2024-11-17,14.35,14.5,14.8,14.13,5190000,-0.14
GB AUTO,2024-11-24,14.22,14.35,14.49,13.98,3980000,-0.91
GB AUTO,2024-12-01,14.6,14.28,14.75,14.22,8190000,2.67
GB AUTO,2024-12-08,15.14,14.7,15.45,14.5,17700000,3.7
GB AUTO,2024-12-15,16.7,15.2,17.49,14.95,31560000,10.3
GB AUTO,2024-12-22,16.0,16.8,16.94,15.3,11330000,-4.19
GB AUTO,2024-12-29,17.8,16.1,18.06,16.0,6850000,11.25
GB AUTO,2025-01-05,16.86,17.88,18.05,16.81,5930000,-5.28
GB AUTO,2025-01-12,16.49,16.8,17.45,16.0,7220000,-2.19
GB AUTO,2025-01-19,16.41,16.6,16.95,16.32,2690000,-0.49
GB AUTO,2025-01-26,16.75,16.54,17.11,16.35,4000000,2.07
GB AUTO,2025-02-02,16.25,16.97,17.05,16.02,3750000,-2.99
GB AUTO,2025-02-09,15.99,16.26,16.45,14.89,7600000,-1.6
GB AUTO,2025-02-16,16.71,15.9,17.0,15.7,5330000,4.5
GB AUTO,2025-02-23,16.95,16.63,17.6,16.53,4710000,1.44
GB AUTO,2025-03-02,17.11,17.19,17.79,16.8,2590000,0.94
GB AUTO,2025-03-09,18.5,17.1,19.19,16.8,6370000,8.12
